"","participant_id","treat","age_months","female","kindergarten","teacher_id","school_id","private_school","title1","free_reduced_lunch","state","esl_observed","special_ed_observed","new_student","distracted_a1","distracted_a2","distracted_ppvt","score_a1","invalid_a1","score_a2","invalid_a2","score_ppvt","score_ppvt_age","invalid_ppvt","t_logins_april","t_logins_total","t_weeks_used","t_words_learned","t_financial_struggle","t_misbehavior","t_years_experience","score_pct_change"
"162",36215,1,59,1,0,59,"10",0,1,93,2,1,0,0,1,0,0,20,NA,16,0,75,99,0,0,21,NA,NA,NA,1,11,-20
"163",37389,1,47,1,0,59,"10",0,1,93,2,1,1,0,2,3,3,17,NA,13,0,41,88,0,0,21,NA,NA,NA,1,11,-23.5294117647059
"164",41638,1,58,0,0,59,"10",0,1,93,2,0,0,0,1,0,0,15,NA,22,0,63,89,0,0,21,NA,NA,NA,1,11,46.6666666666667
"165",43513,1,61,1,0,59,"10",0,1,93,2,0,0,0,1,0,1,24,NA,19,0,68,91,0,0,21,NA,NA,NA,1,11,-20.8333333333333
"166",51372,1,59,0,0,59,"10",0,1,93,2,1,1,0,1,2,0,13,NA,14,0,33,67,0,0,21,NA,NA,NA,1,11,7.69230769230769
"167",54418,1,62,0,0,59,"10",0,1,93,2,0,0,0,0,0,0,16,NA,15,0,21,54,0,0,21,NA,NA,NA,1,11,-6.25
"168",69150,1,64,1,0,59,"10",0,1,93,2,1,0,0,NA,0,0,22,NA,23,0,65,86,0,0,21,NA,NA,NA,1,11,4.54545454545455
"169",69620,1,67,1,0,59,"10",0,1,93,2,0,0,0,2,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",72981,1,68,0,0,59,"10",0,1,93,2,0,0,0,NA,0,3,23,NA,22,0,98,105,0,0,21,NA,NA,NA,1,11,-4.34782608695652
"171",77738,1,52,1,0,59,"10",0,1,93,2,0,0,0,1,NA,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",78107,1,56,0,0,59,"10",0,1,93,2,1,0,0,3,0,0,10,NA,14,0,20,56,0,0,21,NA,NA,NA,1,11,40
"173",79513,1,66,0,0,59,"10",0,1,93,2,1,0,0,1,NA,0,17,NA,16,0,52,76,0,0,21,NA,NA,NA,1,11,-5.88235294117647
"174",80354,1,67,0,0,59,"10",0,1,93,2,1,0,0,0,0,0,20,NA,19,0,55,77,0,0,21,NA,NA,NA,1,11,-5
"175",12515,1,52,1,0,13,"11",0,0,20,2,0,0,0,2,1,3,18,NA,23,0,66,98,0,11,95,15,3,0,1.5,8,27.7777777777778
"176",19113,1,65,1,0,13,"11",0,0,20,2,0,0,0,0,0,0,29,NA,32,0,93,106,0,11,95,15,3,0,1.5,8,10.3448275862069
"177",23265,1,64,1,0,13,"11",0,0,20,2,0,0,0,1,0,0,20,NA,21,0,84,100,0,11,95,15,3,0,1.5,8,5
"178",23842,1,67,1,0,13,"11",0,0,20,2,0,0,0,0,1,3,28,NA,19,0,75,90,0,11,95,15,3,0,1.5,8,-32.1428571428571
"179",31822,1,53,0,0,13,"11",0,0,20,2,0,0,0,1,NA,NA,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",59619,1,66,0,0,13,"11",0,0,20,2,0,0,0,0,0,0,29,NA,28,0,89,101,0,11,95,15,3,0,1.5,8,-3.44827586206897
"181",73477,1,69,0,0,13,"11",0,0,20,2,0,0,0,0,0,0,32,NA,31,0,114,116,0,11,95,15,3,0,1.5,8,-3.125
"182",74278,1,67,0,0,13,"11",0,0,20,2,0,1,0,1,1,1,21,NA,27,0,80,94,0,11,95,15,3,0,1.5,8,28.5714285714286
"183",89378,1,67,1,0,13,"11",0,0,20,2,0,0,0,1,0,0,27,NA,31,0,130,131,0,11,95,15,3,0,1.5,8,14.8148148148148
"184",29020,1,63,1,0,53,"11",0,0,20,2,0,0,0,0,0,0,25,NA,30,0,100,111,0,40,74,15,5,0,2,14,20
"185",29560,1,62,0,0,53,"11",0,0,20,2,0,0,0,0,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",55029,1,61,0,0,53,"11",0,0,20,2,0,1,0,0,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",57505,1,58,1,0,53,"11",0,0,20,2,0,0,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",61594,1,62,1,0,53,"11",0,0,20,2,0,0,0,0,NA,NA,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",77030,1,63,0,0,53,"11",0,0,20,2,0,0,0,0,0,0,34,NA,32,0,119,128,0,40,74,15,5,0,2,14,-5.88235294117647
"190",78882,1,60,0,0,53,"11",0,0,20,2,0,0,0,1,0,2,22,NA,23,0,74,96,0,40,74,15,5,0,2,14,4.54545454545455
"191",84122,1,58,0,0,53,"11",0,0,20,2,0,1,0,2,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",90225,1,60,1,0,53,"11",0,0,20,2,0,0,0,1,0,0,26,NA,33,0,84,104,0,40,74,15,5,0,2,14,26.9230769230769
"193",13016,0,65,0,0,50,"12",0,1,94,2,0,0,0,0,0,0,21,NA,28,0,108,116,0,NA,NA,NA,NA,0,2.5,5,33.3333333333333
"194",14863,0,51,1,0,50,"12",0,1,94,2,0,0,0,2,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",15624,0,59,1,0,50,"12",0,1,94,2,0,0,0,1,1,1,20,NA,28,0,92,111,0,NA,NA,NA,NA,0,2.5,5,40
"196",30960,0,64,1,0,50,"12",0,1,94,2,0,0,0,0,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",34134,0,64,1,0,50,"12",0,1,94,2,0,0,0,0,0,0,24,NA,26,0,107,115,0,NA,NA,NA,NA,0,2.5,5,8.33333333333333
"198",35332,0,67,0,0,50,"12",0,1,94,2,1,0,0,2,NA,NA,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",35373,0,57,0,0,50,"12",0,1,94,2,0,0,0,0,0,1,19,NA,23,0,72,99,0,NA,NA,NA,NA,0,2.5,5,21.0526315789474
"200",51872,0,55,0,0,50,"12",0,1,94,2,0,0,0,1,2,3,18,NA,20,0,73,100,0,NA,NA,NA,NA,0,2.5,5,11.1111111111111
"201",56423,0,63,1,0,50,"12",0,1,94,2,0,0,0,1,0,0,24,NA,23,0,96,110,0,NA,NA,NA,NA,0,2.5,5,-4.16666666666667
"202",59972,0,59,1,0,50,"12",0,1,94,2,0,0,0,2,1,2,14,NA,19,0,36,70,0,NA,NA,NA,NA,0,2.5,5,35.7142857142857
"203",64550,0,67,1,0,50,"12",0,1,94,2,0,0,0,0,0,0,26,NA,27,0,102,110,0,NA,NA,NA,NA,0,2.5,5,3.84615384615385
"204",67042,0,56,1,0,50,"12",0,1,94,2,0,0,0,1,0,0,23,NA,19,0,53,84,0,NA,NA,NA,NA,0,2.5,5,-17.3913043478261
"205",68950,0,59,0,0,50,"12",0,1,94,2,0,0,0,0,NA,NA,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",81507,0,46,0,0,50,"12",0,1,94,2,0,0,0,2,1,1,16,NA,12,0,40,87,0,NA,NA,NA,NA,0,2.5,5,-25
"207",85588,0,68,0,0,50,"12",0,1,94,2,0,0,0,1,0,1,24,NA,27,0,84,96,0,NA,NA,NA,NA,0,2.5,5,12.5
"208",98691,0,69,1,0,50,"12",0,1,94,2,0,0,0,0,NA,NA,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",99813,0,66,1,0,50,"12",0,1,94,2,0,0,0,0,NA,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",99933,0,65,1,0,50,"12",0,1,94,2,0,0,0,0,0,0,29,NA,26,0,101,111,0,NA,NA,NA,NA,0,2.5,5,-10.3448275862069
"211",10998,0,72,0,1,54,"13",0,0,34,2,0,0,0,2,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",20624,0,85,1,1,54,"13",0,0,34,2,0,0,0,0,0,0,30,NA,29,0,103,90,0,NA,NA,NA,NA,0,2,8,-3.33333333333333
"213",22082,0,79,0,1,54,"13",0,0,34,2,0,0,0,0,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",27374,0,81,0,1,54,"13",0,0,34,2,0,0,0,0,0,0,22,NA,25,0,109,98,0,NA,NA,NA,NA,0,2,8,13.6363636363636
"215",34210,0,77,1,1,54,"13",0,0,34,2,0,0,0,NA,0,0,26,NA,29,0,127,117,0,NA,NA,NA,NA,0,2,8,11.5384615384615
"216",36471,0,74,0,1,54,"13",0,0,34,2,0,0,0,NA,0,0,28,NA,31,0,116,113,0,NA,NA,NA,NA,0,2,8,10.7142857142857
"217",37998,0,74,1,1,54,"13",0,0,34,2,0,0,0,0,0,1,24,NA,26,0,98,99,0,NA,NA,NA,NA,0,2,8,8.33333333333333
"218",39534,0,73,1,1,54,"13",0,0,34,2,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",43671,0,70,1,1,54,"13",0,0,34,2,0,0,0,2,2,1,26,NA,30,0,92,99,0,NA,NA,NA,NA,0,2,8,15.3846153846154
"220",51031,0,75,1,1,54,"13",0,0,34,2,0,0,0,0,0,0,23,NA,26,0,79,84,0,NA,NA,NA,NA,0,2,8,13.0434782608696
"221",56451,0,81,0,1,54,"13",0,0,34,2,0,0,0,0,0,0,31,NA,31,0,125,111,0,NA,NA,NA,NA,0,2,8,0
"222",61175,0,86,0,1,54,"13",0,0,34,2,0,0,0,0,0,0,31,NA,32,0,127,108,0,NA,NA,NA,NA,0,2,8,3.2258064516129
"223",68848,0,70,0,1,54,"13",0,0,34,2,0,0,0,2,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",71191,0,72,1,1,54,"13",0,0,34,2,0,0,0,0,0,0,27,NA,32,0,113,111,0,NA,NA,NA,NA,0,2,8,18.5185185185185
"225",74396,0,73,0,1,54,"13",0,0,34,2,0,0,0,2,0,0,23,NA,30,0,102,102,0,NA,NA,NA,NA,0,2,8,30.4347826086957
"226",75356,0,73,0,1,54,"13",0,0,34,2,0,0,0,1,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",82566,0,72,1,1,54,"13",0,0,34,2,0,0,0,0,0,0,30,NA,30,0,123,120,0,NA,NA,NA,NA,0,2,8,0
"228",96061,0,79,0,1,54,"13",0,0,34,2,0,0,0,0,NA,NA,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",10989,1,81,0,1,37,"14",0,1,45,1,0,0,0,0,0,0,33,NA,33,0,126,112,0,21,89,22,5,10,2,45,0
"230",13068,1,80,0,1,37,"14",0,1,45,1,0,0,0,0,0,1,34,NA,33,0,111,102,0,21,89,22,5,10,2,45,-2.94117647058824
"231",19922,1,80,0,1,37,"14",0,1,45,1,0,0,0,NA,0,0,31,NA,28,0,101,94,0,21,89,22,5,10,2,45,-9.67741935483871
"232",22793,1,71,1,1,37,"14",0,1,45,1,0,0,0,0,NA,NA,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",25338,1,76,1,1,37,"14",0,1,45,1,0,0,0,0,0,1,29,NA,30,0,108,104,0,21,89,22,5,10,2,45,3.44827586206897
"234",28641,1,72,1,1,37,"14",0,1,45,1,0,0,0,1,0,0,34,NA,34,0,124,120,0,21,89,22,5,10,2,45,0
"235",41475,1,77,0,1,37,"14",0,1,45,1,0,0,0,0,0,0,32,NA,33,0,91,89,0,21,89,22,5,10,2,45,3.125
"236",45247,1,76,0,1,37,"14",0,1,45,1,0,0,0,0,NA,NA,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",64986,1,74,0,1,37,"14",0,1,45,1,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",70112,1,82,1,1,37,"14",0,1,45,1,0,0,0,0,NA,NA,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",78430,1,67,1,1,37,"14",0,1,45,1,0,0,0,0,0,0,24,NA,17,0,103,109,0,21,89,22,5,10,2,45,-29.1666666666667
"240",82310,1,70,1,1,37,"14",0,1,45,1,0,0,0,0,0,0,32,NA,30,0,114,114,0,21,89,22,5,10,2,45,-6.25
"241",82893,1,71,0,1,37,"14",0,1,45,1,0,0,0,0,0,0,27,NA,29,0,94,100,0,21,89,22,5,10,2,45,7.40740740740741
"242",88695,1,75,1,1,37,"14",0,1,45,1,0,0,0,0,0,0,29,NA,27,0,89,91,0,21,89,22,5,10,2,45,-6.89655172413793
"243",93115,1,76,0,1,37,"14",0,1,45,1,0,0,0,0,NA,NA,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",93328,1,70,1,1,37,"14",0,1,45,1,0,0,0,0,0,0,29,NA,29,0,101,105,0,21,89,22,5,10,2,45,0
"245",94571,1,78,1,1,37,"14",0,1,45,1,0,0,0,0,1,0,28,NA,32,0,95,91,0,21,89,22,5,10,2,45,14.2857142857143
"246",95162,1,78,0,1,37,"14",0,1,45,1,0,0,0,0,0,0,33,NA,36,0,NA,NA,1,21,89,22,5,10,2,45,9.09090909090909
"247",16483,0,69,0,0,57,"15",1,0,0,1,0,0,0,2,0,2,32,NA,35,0,109,111,0,NA,NA,NA,NA,5,2,18,9.375
"248",17714,0,60,0,0,57,"15",1,0,0,1,0,0,1,0,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",18454,0,70,0,0,57,"15",1,0,0,1,0,0,1,NA,NA,NA,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",38171,0,61,0,0,57,"15",1,0,0,1,0,0,0,1,0,0,18,NA,25,0,83,103,0,NA,NA,NA,NA,5,2,18,38.8888888888889
"251",42307,0,60,1,0,57,"15",1,0,0,1,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",47313,0,61,1,0,57,"15",1,0,0,1,0,0,0,0,0,0,20,NA,23,0,67,90,0,NA,NA,NA,NA,5,2,18,15
"253",48366,0,69,1,0,57,"15",1,0,0,1,0,0,0,1,0,0,26,NA,26,0,89,97,0,NA,NA,NA,NA,5,2,18,0
"254",65663,0,61,1,0,57,"15",1,0,0,1,0,0,0,1,2,0,26,NA,32,0,117,125,0,NA,NA,NA,NA,5,2,18,23.0769230769231
"255",68604,0,57,0,0,57,"15",1,0,0,1,0,0,0,1,0,NA,28,NA,28,0,NA,NA,0,NA,NA,NA,NA,5,2,18,0
"256",76167,0,57,0,0,57,"15",1,0,0,1,0,0,0,0,0,2,25,NA,25,0,77,101,0,NA,NA,NA,NA,5,2,18,0
"257",82254,0,58,1,0,57,"15",1,0,0,1,0,0,1,2,NA,NA,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",85418,0,70,1,0,57,"15",1,0,0,1,0,0,0,0,0,0,26,NA,28,0,116,117,0,NA,NA,NA,NA,5,2,18,7.69230769230769
"259",88237,0,65,0,0,57,"15",1,0,0,1,0,0,0,0,0,0,31,NA,30,0,109,115,0,NA,NA,NA,NA,5,2,18,-3.2258064516129
"260",19548,1,74,1,1,2,"16",0,1,53,3,0,0,0,0,0,0,29,NA,32,0,127,121,0,6,45,21,3,50,2,5,10.3448275862069
"261",30929,1,80,1,1,2,"16",0,1,53,3,0,0,0,1,0,0,29,NA,31,0,119,109,0,6,45,21,3,50,2,5,6.89655172413793
"262",34033,1,72,0,1,2,"16",0,1,53,3,0,0,0,0,0,0,25,NA,21,0,98,101,0,6,45,21,3,50,2,5,-16
"263",34095,1,78,1,1,2,"16",0,1,53,3,0,0,0,0,NA,NA,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",46587,1,81,0,1,2,"16",0,1,53,3,0,0,0,0,NA,NA,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",49845,1,72,0,1,2,"16",0,1,53,3,0,0,0,0,0,0,29,NA,31,0,110,109,0,6,45,21,3,50,2,5,6.89655172413793
"266",57467,1,76,0,1,2,"16",0,1,53,3,0,0,0,0,NA,NA,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",64185,1,74,0,1,2,"16",0,1,53,3,0,0,0,0,0,0,27,NA,32,0,109,108,0,6,45,21,3,50,2,5,18.5185185185185
"268",64312,1,73,0,1,2,"16",0,1,53,3,0,0,0,0,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",72199,1,77,1,1,2,"16",0,1,53,3,0,0,0,0,0,0,29,NA,28,0,124,114,0,6,45,21,3,50,2,5,-3.44827586206897
"270",72958,1,73,1,1,2,"16",0,1,53,3,0,0,0,0,0,NA,28,NA,29,0,NA,NA,0,6,45,21,3,50,2,5,3.57142857142857
"271",72978,1,73,1,1,2,"16",0,1,53,3,0,0,0,0,0,0,27,NA,31,0,100,101,0,6,45,21,3,50,2,5,14.8148148148148
"272",76599,1,72,0,1,2,"16",0,1,53,3,0,0,0,0,0,0,30,NA,34,0,119,117,0,6,45,21,3,50,2,5,13.3333333333333
"273",90046,1,81,0,1,2,"16",0,1,53,3,0,0,0,0,0,0,34,NA,33,0,126,112,0,6,45,21,3,50,2,5,-2.94117647058824
"274",98142,1,73,0,1,2,"16",0,1,53,3,0,0,0,0,0,0,26,NA,29,0,109,108,0,6,45,21,3,50,2,5,11.5384615384615
"275",98457,1,77,1,1,2,"16",0,1,53,3,0,0,0,0,0,0,29,NA,31,0,99,98,0,6,45,21,3,50,2,5,6.89655172413793
"276",21279,1,66,0,0,16,"17",0,1,87,2,0,0,0,1,NA,NA,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",33741,1,67,0,0,16,"17",0,1,87,2,0,0,0,1,0,0,29,NA,31,0,118,121,0,29,119,23,2,0,2,30,6.89655172413793
"278",33850,1,58,0,0,16,"17",0,1,87,2,0,1,0,1,NA,1,12,NA,NA,NA,43,77,0,NA,NA,NA,NA,NA,NA,NA,NA
"279",46449,1,65,1,0,16,"17",0,1,87,2,0,0,0,0,NA,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",58323,1,58,0,0,16,"17",0,1,87,2,0,0,0,0,0,1,19,NA,25,0,55,84,0,29,119,23,2,0,2,30,31.5789473684211
"281",62347,1,59,1,0,16,"17",0,1,87,2,0,0,0,0,0,NA,24,NA,26,0,NA,NA,0,29,119,23,2,0,2,30,8.33333333333333
"282",78567,1,60,0,0,16,"17",0,1,87,2,0,0,0,1,0,0,23,NA,28,0,96,112,0,29,119,23,2,0,2,30,21.7391304347826
"283",91881,1,61,1,0,16,"17",0,1,87,2,0,0,0,0,0,0,21,NA,26,0,90,108,0,29,119,23,2,0,2,30,23.8095238095238
"284",19571,1,50,1,0,48,"17",0,1,87,2,0,0,0,0,0,0,22,NA,21,0,63,98,0,15,57,20,2,27,2,7,-4.54545454545455
"285",24945,1,49,0,0,48,"17",0,1,87,2,0,0,0,1,0,0,18,NA,20,0,62,100,0,15,57,20,2,27,2,7,11.1111111111111
"286",54852,1,65,1,0,48,"17",0,1,87,2,0,0,0,0,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",57269,1,55,1,0,48,"17",0,1,87,2,0,0,0,0,0,0,25,NA,28,0,72,101,0,15,57,20,2,27,2,7,12
"288",70538,1,51,1,0,48,"17",0,1,87,2,0,0,0,1,1,0,14,NA,11,0,27,70,0,15,57,20,2,27,2,7,-21.4285714285714
"289",72001,1,46,0,0,48,"17",0,1,87,2,0,0,0,0,1,1,21,NA,24,0,39,86,0,15,57,20,2,27,2,7,14.2857142857143
"290",73520,1,56,0,0,48,"17",0,1,87,2,0,1,0,1,1,1,12,NA,18,0,32,68,0,15,57,20,2,27,2,7,50
"291",79130,1,68,0,0,48,"17",0,1,87,2,0,0,0,1,NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",79710,1,49,0,0,48,"17",0,1,87,2,0,1,0,1,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293",83120,1,49,1,0,48,"17",0,1,87,2,0,0,0,1,1,0,11,NA,15,0,39,82,0,15,57,20,2,27,2,7,36.3636363636364
"294",10386,1,79,1,1,41,"18",1,0,0,3,0,0,0,0,0,NA,28,NA,29,0,NA,NA,0,0,29,10,5,0,2,20,3.57142857142857
"295",12973,1,75,0,1,41,"18",1,0,0,3,0,0,0,1,0,0,29,NA,32,0,102,102,0,0,29,10,5,0,2,20,10.3448275862069
"296",20427,1,80,1,1,41,"18",1,0,0,3,0,0,0,0,0,0,26,NA,29,0,120,109,0,0,29,10,5,0,2,20,11.5384615384615
"297",26782,1,70,0,1,41,"18",1,0,0,3,0,0,0,1,0,0,30,NA,32,0,109,103,0,0,29,10,5,0,2,20,6.66666666666667
"298",29395,1,79,1,1,41,"18",1,0,0,3,0,0,0,0,0,0,30,NA,33,0,107,99,0,0,29,10,5,0,2,20,10
"299",33592,1,72,0,1,41,"18",1,0,0,3,0,0,0,1,0,0,22,NA,33,0,113,111,0,0,29,10,5,0,2,20,50
"300",34938,1,79,1,1,41,"18",1,0,0,3,0,0,0,0,NA,NA,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301",37103,1,79,1,1,41,"18",1,0,0,3,0,0,0,0,NA,NA,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",39982,1,80,0,1,41,"18",1,0,0,3,0,0,0,1,NA,1,29,NA,34,0,120,109,0,0,29,10,5,0,2,20,17.2413793103448
"303",50367,1,80,1,1,41,"18",1,0,0,3,0,0,0,NA,NA,0,29,NA,30,0,107,99,0,0,29,10,5,0,2,20,3.44827586206897
"304",60127,1,79,1,1,41,"18",1,0,0,3,0,0,0,0,NA,NA,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",70121,1,76,1,1,41,"18",1,0,0,3,0,0,0,0,0,0,35,NA,35,0,146,134,0,0,29,10,5,0,2,20,0
"306",70574,1,74,0,1,41,"18",1,0,0,3,0,0,0,0,0,0,25,NA,28,0,79,86,0,0,29,10,5,0,2,20,12
"307",72872,1,80,0,1,41,"18",1,0,0,3,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308",78769,1,70,1,1,41,"18",1,0,0,3,0,0,0,0,0,0,30,NA,32,0,124,123,0,0,29,10,5,0,2,20,6.66666666666667
"309",92999,1,75,1,1,41,"18",1,0,0,3,0,0,0,0,0,0,35,NA,37,0,120,116,0,0,29,10,5,0,2,20,5.71428571428571
"310",400,0,63,1,0,22,"19",0,0,22,2,0,0,0,0,0,0,18,NA,22,0,73,93,0,NA,NA,NA,NA,13,1,20,22.2222222222222
"311",14485,0,63,1,0,22,"19",0,0,22,2,0,0,0,0,0,0,20,NA,26,0,63,86,0,NA,NA,NA,NA,13,1,20,30
"312",14925,0,58,1,0,22,"19",0,0,22,2,0,0,0,1,1,1,26,NA,21,0,81,103,0,NA,NA,NA,NA,13,1,20,-19.2307692307692
"313",20886,0,62,0,0,22,"19",0,0,22,2,0,0,0,0,0,1,23,NA,20,0,63,86,0,NA,NA,NA,NA,13,1,20,-13.0434782608696
"314",28462,0,57,0,0,22,"19",0,0,22,2,0,0,0,0,0,2,28,NA,30,0,110,124,0,NA,NA,NA,NA,13,1,20,7.14285714285714
"315",29514,0,60,1,0,22,"19",0,0,22,2,0,0,0,1,0,0,26,NA,27,0,59,85,0,NA,NA,NA,NA,13,1,20,3.84615384615385
"316",35847,0,66,0,0,22,"19",0,0,22,2,0,0,0,0,0,0,24,NA,28,0,76,91,0,NA,NA,NA,NA,13,1,20,16.6666666666667
"317",41571,0,46,0,0,22,"19",0,0,22,2,0,0,0,1,0,0,20,NA,17,0,55,98,0,NA,NA,NA,NA,13,1,20,-15
"318",47696,0,56,1,0,22,"19",0,0,22,2,0,0,0,0,0,0,28,NA,27,0,97,117,0,NA,NA,NA,NA,13,1,20,-3.57142857142857
"319",54142,0,67,0,0,22,"19",0,0,22,2,0,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320",68944,0,45,0,0,22,"19",0,0,22,2,0,0,0,1,0,0,18,NA,21,0,85,122,0,NA,NA,NA,NA,13,1,20,16.6666666666667
"321",71186,0,63,1,0,22,"19",0,0,22,2,0,0,0,0,0,0,18,NA,20,0,64,87,0,NA,NA,NA,NA,13,1,20,11.1111111111111
"322",75177,0,52,0,0,22,"19",0,0,22,2,0,0,0,0,1,2,24,NA,28,0,97,122,0,NA,NA,NA,NA,13,1,20,16.6666666666667
"323",80111,0,68,0,0,22,"19",0,0,22,2,0,0,0,0,0,0,25,NA,28,0,99,106,0,NA,NA,NA,NA,13,1,20,12
"324",91652,0,52,0,0,22,"19",0,0,22,2,0,1,0,0,NA,NA,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
